384	2457	811	104	84344	0	0
940	2675	23	7	161	0	0
0	0	1889	2776	5243864	0	0
69	66	772	63	48636	0	0
100	147	1628	172	280016	0	0
358	379	88	43	3784	0	0
293	466	1432	422	604304	0	1
214	703	1603	624	1000272	1	1
951	1187	871	189	164619	1	0
631	1411	814	968	787952	1	0
422	2421	1567	203	318101	0	0
0	1585	278	1167	324426	0	0
1956	2631	47	169	7943	0	0
448	2748	1299	63	81837	0	0
52	2089	274	475	130150	0	0
609	212	1020	136	138720	0	0
48	49	507	418	211926	0	0
679	662	622	79	49138	1	1
289	709	1366	396	540936	1	1
811	1171	831	58	48198	1	0
536	2431	1104	150	165600	0	0
1987	1163	10	171	1710	0	0
724	198	968	90	87120	0	0
341	283	1422	152	216144	0	0
277	578	917	118	108206	0	0
729	730	463	103	47689	0	0
428	723	1387	309	428583	0	1
765	972	527	87	45849	1	0
1966	17	56	460	25760	0	0
101	495	176	333	58608	0	0
526	997	1505	60	90300	0	0
293	941	1566	368	576288	1	1
661	1261	1067	227	242209	1	0
1865	1140	11	5	55	0	0
612	1458	875	1034	904750	0	0
900	1416	1165	726	845790	0	0
444	2534	1272	154	195888	0	0
60	2150	2041	697	1422577	0	0
52	51	1453	40	58120	0	0
360	113	1178	214	252092	0	0
1553	40	111	327	36297	0	0
285	533	1378	396	545688	1	1
287	944	1113	39	43407	1	0
288	807	1	99	99	1	0
706	1035	958	94	90052	0	0
610	2070	789	97	76533	0	0
0	1899	583	543	316569	0	0
0	2260	517	46	23782	0	0
534	160	905	144	130320	0	0
0	266	902	1977	1783254	0	0
258	601	1203	438	526914	1	1
680	945	391	77	30107	1	0
569	973	817	197	160949	1	0
516	1194	688	840	577920	0	0
365	2078	992	209	207328	0	0
526	2237	12	35	420	0	0
229	134	1346	136	183056	0	0
327	270	51	31	1581	0	0
927	672	837	253	211761	0	0
556	1164	850	78	66300	1	0
562	1336	907	137	124259	1	1
553	1500	1175	499	586325	0	1
803	2597	981	114	111834	0	0
0	0	2012	2958	5951496	0	0
85	75	1756	95	166820	0	0
600	203	1045	151	157795	0	0
185	402	1545	886	1368870	1	1
1827	837	19	943	17917	1	0
1429	2374	521	62	32302	0	0
694	2379	844	133	112252	1	0
52	2228	246	362	89052	0	0
356	188	1020	161	164220	0	0
285	480	1126	97	109222	1	1
225	582	1223	337	412151	1	1
910	1006	477	84	40068	1	0
594	2064	776	101	78376	0	0
30	1728	539	585	315315	0	0
254	128	1188	157	186516	0	0
314	317	73	33	2409	0	0
190	452	1327	541	717907	1	1
1050	1001	469	106	49714	1	0
524	1171	675	792	534600	1	0
610	2019	755	128	96640	0	0
30	57	155	2211	342705	0	0
410	216	820	137	112340	0	0
626	366	572	105	60060	0	0
552	571	729	271	197559	0	1
538	861	803	210	168630	1	1
334	1076	1163	113	131419	1	1
549	2312	336	62	20832	0	0
657	2356	683	38	25954	0	0
0	0	1822	2711	4939442	0	0
372	147	862	96	82752	0	0
391	311	1131	115	130065	0	0
367	1412	475	62	29450	1	1
357	1507	1020	640	652800	1	1
576	2281	768	90	69120	0	0
0	0	1786	2550	4554300	0	0
7	42	111	22	2442	0	0
6	205	1687	345	582015	0	0
282	694	1642	1170	1921140	0	0
350	1878	1481	776	1149256	1	1
734	2833	985	137	134945	1	0
358	2108	1	208	208	0	0
1831	2420	1	210	210	0	0
21	2623	6	52	312	0	0
208	2685	16	287	4592	0	0
4	2680	200	396	79200	0	0
52	3196	30	88	2640	0	0
90	18	2262	941	2128542	0	0
90	850	2158	341	735878	0	1
778	1200	1337	69	92253	0	0
845	1227	555	61	33855	0	0
346	1281	1862	280	521360	0	1
611	1529	1602	206	330012	1	0
1111	1695	274	45	12330	1	0
1227	1738	265	9	2385	1	0
2373	2132	71	725	51475	0	0
2415	2874	9	17	153	0	0
818	1748	1002	1190	1192380	0	0
2405	2947	18	18	324	0	0
2395	2948	11	80	880	0	0
777	3021	1193	132	157476	0	0
534	3004	250	175	43750	0	0
378	839	626	388	242888	0	0
119	1149	1993	292	581956	1	0
304	1314	1737	140	243180	1	0
254	1506	947	182	172354	0	0
158	1379	1724	640	1103360	0	1
472	2030	1383	180	248940	0	0
672	2283	1208	165	199320	0	0
527	2662	1191	106	126246	0	0
0	0	2185	2994	6541890	0	0
168	56	1785	304	542640	0	0
199	284	195	100	19500	0	0
515	297	1607	150	241050	0	0
93	30	2153	554	1192762	0	0
659	649	1059	158	167322	0	0
99	839	2134	519	1107546	1	1
614	1295	1133	91	103103	1	1
2021	972	1	226	226	0	0
844	2921	669	95	63555	0	0
0	1438	2246	1690	3795740	1	0
519	306	1298	74	96052	0	0
79	62	2186	1637	3578482	0	0
94	1818	1859	359	667381	1	1
460	2219	1473	55	81015	1	0
647	2255	1110	48	53280	1	0
677	2295	916	65	59540	0	0
0	2041	286	1093	312598	0	0
286	2750	1688	174	293712	0	0
390	2910	217	23	4991	0	0
50	0	679	1445	981155	0	0
50	866	2210	2128	4702880	1	0
764	168	653	67	43751	0	0
357	352	1467	426	624942	0	1
559	832	1296	409	530064	1	1
2277	2139	12	31	372	0	0
893	1767	593	493	292349	0	0
808	2795	992	178	176576	0	0
1077	3099	1094	38	41572	0	0
2207	3083	127	21	2667	0	0
240	450	1209	702	848718	1	1
184	1185	853	233	198749	1	0
60	2455	1479	269	397851	0	0
404	2733	937	79	74023	0	0
0	0	2179	2968	6467272	0	0
1727	180	333	2755	917415	0	0
89	52	2149	981	2108169	0	0
338	1096	1635	142	232170	1	1
1355	1312	78	66	5148	1	0
329	1320	1363	561	764643	1	1
209	2241	758	283	214514	0	0
2204	1170	51	45	2295	0	0
1518	2042	831	1178	978918	0	0
0	0	2107	578	1217846	0	0
210	226	1910	985	1881350	1	0
796	505	671	49	32879	0	0
431	847	1541	903	1391523	1	1
773	1843	771	65	50115	1	0
205	794	226	417	94242	0	0
2213	0	250	3425	856250	0	0
542	301	1096	138	151248	0	0
477	548	1066	259	276094	0	0
325	962	1902	430	817860	0	0
0	0	2000	1397	2794000	0	0
0	1460	2228	1888	4206464	0	0
1563	385	31	29	899	0	0
1627	1240	35	35	1225	0	0
438	1246	1224	418	511632	1	1
220	1669	1667	508	846836	1	1
0	0	2068	1355	2802140	0	0
160	1877	58	498	28884	0	0
0	2032	1742	803	1398826	0	0
328	162	1281	145	185745	0	0
438	735	1057	168	177576	0	0
226	1082	1486	79	117394	1	1
359	1202	1130	215	242950	1	1
60	404	1802	1410	2540820	1	0
662	2427	580	65	37700	0	0
16	2123	246	469	115374	0	0
499	2597	273	15	4095	0	0
177	802	1360	526	715360	1	1
353	1382	1011	68	68748	1	0
0	0	1759	2576	4531184	0	0
414	269	1186	84	99624	0	0
93	724	1789	528	944592	0	0
102	724	1	120	120	0	0
18	890	1944	485	942840	1	1
1094	1881	256	39	9984	1	0
198	1939	1834	491	900494	1	0
677	2413	1113	162	180306	0	0
1390	2586	471	83	39093	0	0
123	1870	388	128	49664	0	0
112	2305	279	48	13392	0	0
478	2608	243	46	11178	0	0
1932	2404	142	657	93294	0	0
322	2992	1495	208	310960	0	0
0	3063	1938	244	472872	0	0
0	2460	290	657	190530	0	0
821	100	422	98	41356	0	0
175	302	1806	463	836178	0	1
537	799	939	124	116436	1	1
328	1518	1308	294	384552	1	0
0	0	2079	2777	5773383	0	0
253	376	861	115	99015	0	1
101	498	1512	297	449064	0	1
555	759	684	44	30096	0	0
271	1503	115	32	3680	0	0
372	1910	458	60	27480	0	0
18	1775	300	544	163200	0	0
66	0	1674	1751	2931174	1	0
726	1457	957	227	217239	1	0
630	1871	73	61	4453	0	0
674	1910	156	45	7020	0	0
772	1685	316	95	30020	1	0
770	1768	929	213	197877	0	0
1222	1910	349	45	15705	0	0
377	1955	1395	510	711450	0	0
80	73	720	28	20160	0	0
468	209	1241	78	96798	0	0
68	1170	1379	209	288211	0	0
64	1415	1871	233	435943	0	0
597	2737	997	191	190427	0	0
44	2416	332	416	138112	0	0
2139	3068	88	48	4224	0	0
0	0	404	404	163216	0	0
386	295	1294	88	113872	0	0
322	929	1449	300	434700	1	1
315	1239	1456	273	397488	1	1
580	1570	929	68	63172	1	0
2044	0	48	2476	118848	0	0
102	2510	1484	100	148400	0	0
0	2846	2092	124	259408	0	0
410	173	1107	200	221400	0	0
279	581	1465	658	963970	1	1
1097	2349	50	18	900	0	0
0	0	2071	2860	5923060	0	0
1308	109	295	17	5015	0	0
82	161	413	208	85904	0	0
677	354	824	81	66744	0	0
2001	726	38	71	2698	0	0
691	828	799	123	98277	1	1
91	1010	1739	440	765160	1	1
389	1461	1409	137	193033	1	0
2018	805	16	743	11888	0	0
90	1368	16	417	6672	0	0
990	2653	169	41	6929	0	0
0	2089	2070	871	1802970	0	0
1667	17	293	269	78817	0	0
455	235	1066	161	171626	0	0
700	414	575	21	12075	0	0
421	500	1142	140	159880	0	0
180	881	658	192	126336	0	1
150	1066	1596	257	410172	1	1
779	1294	725	107	77575	1	0
0	1394	2033	1650	3354450	0	0
827	1437	534	176	93984	1	0
812	428	771	70	53970	0	0
375	1087	1656	508	841248	1	1
633	1744	1144	261	298584	1	0
0	0	2284	3262	7450408	0	0
238	180	1431	137	196047	0	0
1395	512	67	44	2948	0	0
402	916	1022	498	508956	1	1
631	1507	621	60	37260	1	0
0	0	1994	2711	5405734	0	0
533	295	943	82	77326	0	0
306	799	1413	559	789867	1	1
827	1483	395	51	20145	1	0
562	2346	935	69	64515	0	0
0	0	1976	2644	5224544	0	0
298	191	1390	225	312750	0	0
805	641	354	106	37524	0	1
211	795	1532	300	459600	1	1
329	1131	1294	313	405022	1	1
0	0	2014	2675	5387450	0	0
198	97	638	21	13398	0	0
545	363	1426	102	145452	0	0
412	230	218	216	47088	0	0
510	905	1358	108	146664	0	1
342	1056	1685	179	301615	0	1
1069	1310	233	84	19572	1	1
499	1411	1373	245	336385	1	1
1238	1979	386	423	163278	0	0
1089	1905	487	246	119802	1	0
2182	2328	163	486	79218	0	0
575	2832	1218	151	183918	0	0
98	2730	204	328	66912	0	0
643	346	765	75	57375	0	0
549	818	948	302	286296	0	1
547	1048	953	450	428850	1	1
315	1557	1409	68	95812	1	1
360	2356	1283	157	201431	0	0
0	0	2045	2831	5789395	0	0
318	526	60	676	40560	0	0
5	526	1916	2117	4056172	1	0
688	206	599	69	41331	0	0
667	334	634	64	40576	0	0
300	514	1331	795	1058145	1	1
367	1394	1345	276	371220	1	1
870	2706	328	38	12464	0	0
294	1497	1553	522	810666	1	1
407	2024	1443	397	572871	1	1
480	2431	1349	188	253612	0	1
112	54	2060	2256	4647360	0	0
816	2764	661	146	96506	0	0
419	214	1415	91	128765	0	0
127	871	1957	794	1553858	1	1
127	2666	1711	215	367865	1	0
0	0	2324	3152	7325248	0	0
542	162	1331	262	348722	0	0
694	924	804	122	98088	1	1
1759	1134	76	94	7144	0	0
272	1224	1655	245	405475	1	1
15	2663	1801	115	207115	0	0
0	0	2198	3085	6780830	0	0
242	45	1056	534	563904	0	0
0	0	1554	788	1224552	0	0
78	656	1383	118	163194	1	1
68	870	1396	468	653328	1	1
464	2095	617	87	53679	0	0
551	238	547	107	58529	1	0
522	369	602	63	37926	1	0
0	0	1629	1212	1974348	1	1
657	1974	332	104	34528	0	0
753	2110	141	53	7473	0	0
597	2203	306	13	3978	0	0
0	1900	1052	394	414488	0	0
410	94	339	80	27120	0	0
104	163	252	30	7560	0	0
268	233	1047	76	79572	0	0
279	322	1026	58	59508	0	0
287	500	1009	106	106954	0	0
0	709	1080	50	54000	0	0
499	990	567	125	70875	0	0
0	0	1530	656	1003680	0	0
1365	962	165	352	58080	0	0
340	1464	1157	704	814528	0	0
0	2193	1376	111	152736	0	0
0	0	1572	662	1040664	0	0
1060	807	35	31	1085	0	0
231	715	1074	147	157878	1	1
685	835	165	51	8415	1	1
142	968	1252	893	1118036	1	1
827	1841	282	29	8178	0	0
484	1868	454	65	29510	0	0
505	1843	59	32	1888	0	0
427	1862	58	37	2146	0	0
584	1927	378	39	14742	0	0
978	2065	34	15	510	0	0
0	2098	1575	157	247275	0	0
68	106	1114	171	190494	1	0
93	206	1363	92	125396	1	0
64	0	1639	1699	2784661	1	1
539	2253	554	66	36564	0	0
0	0	720	403	290160	0	0
187	69	199	33	6567	0	0
6	196	638	203	129514	1	1
38	391	502	133	66766	1	1
32	504	390	89	34710	1	0
0	674	550	442	243100	0	0
193	1017	521	99	51579	0	0
103	10	584	63	36792	0	0
79	167	684	136	93024	1	1
193	325	567	77	43659	1	1
0	456	823	654	538242	1	1
193	14	410	39	15990	0	0
73	108	317	68	21556	0	1
71	204	405	161	65205	1	1
84	370	367	25	9175	1	0
68	160	684	886	606024	1	0
64	1071	286	23	6578	0	0
65	65	405	70	28350	1	1
53	162	431	73	31463	1	1
98	306	316	314	99224	1	0
31	26	655	142	93010	0	1
404	187	278	41	11398	1	0
0	0	726	272	197472	0	0
112	274	593	144	85392	1	0
201	416	525	573	300825	1	0
0	1008	571	75	42825	0	0
45	344	920	159	146280	1	1
60	717	206	27	5562	1	0
410	903	318	90	28620	1	0
779	1204	134	26	3484	0	0
68	244	1005	461	463305	1	1
67	601	1018	543	552774	1	1
0	1264	81	119	9639	1	0
363	1629	466	43	20038	0	0
195	44	820	246	201720	0	0
103	334	986	112	110432	1	0
0	306	1169	868	1014692	1	1
114	1261	952	486	462672	1	1
300	1619	256	29	7424	0	0
0	1682	1169	131	153139	0	0
575	140	15	36	540	0	0
0	0	648	188	121824	0	0
47	394	554	246	136284	1	1
161	666	322	58	18676	1	1
0	1298	1213	425	515525	0	0
272	160	695	49	34055	0	0
367	214	489	48	23472	0	0
501	284	242	75	18150	1	0
703	543	63	67	4221	1	0
342	745	555	607	336885	1	1
171	95	916	116	106256	0	0
205	217	848	101	85648	0	0
146	393	963	439	422757	1	1
149	860	956	64	61184	1	1
842	971	265	32	8480	0	0
0	0	1245	1928	2400360	0	0
172	35	919	171	157149	0	0
386	256	501	50	25050	0	0
0	439	1183	943	1115569	1	1
145	1456	1095	314	343830	1	0
22	1366	1242	410	509220	1	1
224	1809	895	165	147675	0	0
60	4	850	190	161500	0	0
206	146	128	20	2560	0	0
111	232	834	693	577962	1	1
118	994	801	163	130563	1	0
100	1194	593	82	48626	1	0
892	1142	95	220	20900	0	0
74	1305	859	133	114247	0	0
790	1404	62	38	2356	0	0
113	26	846	73	61758	0	0
119	130	830	52	43160	0	0
439	218	275	22	6050	0	0
376	271	42	39	1638	0	0
97	306	831	442	367302	1	1
92	771	881	298	262538	1	1
36	1113	930	277	257610	0	1
69	1420	508	56	28448	0	0
0	532	1080	582	628560	1	0
738	1262	248	242	60016	0	0
343	132	374	66	24684	0	0
253	266	510	79	40290	1	0
186	382	684	102	69768	1	0
31	521	985	510	502350	1	1
28	1114	862	499	430138	0	0
101	20	884	74	65416	0	0
0	0	1005	172	172860	0	0
758	182	225	37	8325	0	0
0	285	990	530	524700	1	1
38	864	936	64	59904	1	0
26	829	954	45	42930	1	0
0	952	1005	598	600990	0	0
195	688	495	48	23760	1	0
53	813	776	265	205640	1	1
0	193	899	607	545693	1	0
322	1116	245	33	8085	0	0
136	28	950	108	102600	0	0
28	116	1052	105	110460	0	0
320	247	773	114	88122	0	1
40	403	1052	169	177788	1	1
274	614	815	143	116545	1	1
0	760	1183	946	1119118	1	0
839	61	362	42	15204	0	0
0	0	1300	1830	2379000	0	0
830	109	373	96	35808	0	0
304	249	897	146	130962	0	1
71	278	957	440	421080	0	1
468	700	731	106	77486	1	1
824	870	476	356	169456	0	0
0	870	902	960	865920	0	0
169	962	313	245	76685	1	0
285	1208	238	115	27370	0	0
0	1004	11	27	297	0	0
102	1692	376	61	22936	0	0
531	122	150	46	6900	0	0
46	210	1149	497	571053	0	1
304	1060	583	65	37895	1	0
212	1159	775	71	55025	1	0
462	1716	338	25	8450	0	0
0	700	1242	1144	1420848	1	0
90	34	87	23	2001	0	0
0	0	732	7	5124	0	0
89	177	353	89	31417	0	1
22	289	359	69	24771	1	1
60	358	350	130	45500	1	1
88	769	200	15	3000	0	0
85	794	271	28	7588	0	0
86	887	42	28	1176	0	0
0	574	732	431	315492	0	0
13	0	536	598	320528	1	1
923	80	255	56	14280	0	0
924	133	236	55	12980	0	0
0	132	1282	646	828172	1	1
437	826	694	155	107570	1	0
999	1613	139	114	15846	0	0
1066	1701	79	14	1106	0	0
411	1693	75	62	4650	0	0
412	1743	757	55	41635	0	0
0	934	1282	907	1162774	1	0
342	93	430	95	40850	0	0
285	201	584	41	23944	0	0
212	282	678	145	98310	0	0
126	655	849	189	160461	0	1
115	846	876	77	67452	0	1
50	969	1011	123	124353	0	0
250	1118	582	73	42486	0	1
0	1549	91	261	23751	1	1
913	97	218	47	10246	0	0
913	143	213	44	9372	0	0
0	0	1284	1108	1422672	0	0
141	1171	992	147	145824	1	0
572	1472	159	162	25758	1	0
839	1635	204	51	10404	0	0
198	1718	373	45	16785	0	0
584	262	917	65	59605	0	0
279	371	1224	398	487152	1	1
1024	1417	482	86	41452	1	0
0	769	978	1572	1537416	0	0
935	2209	508	74	37592	0	0
617	0	400	196	78400	0	0
61	289	813	355	288615	1	1
60	638	868	603	523404	1	1
57	1482	6	137	822	0	0
109	1536	359	122	43798	1	0
273	1926	458	55	25190	0	0
23	25	137	20	2740	0	0
41	171	487	286	139282	1	1
82	482	446	50	22300	1	0
353	583	176	57	10032	1	0
162	741	370	41	15170	0	0
20	24	754	33	24882	0	0
29	131	757	282	213474	0	1
47	445	257	69	17733	1	0
51	600	744	28	20832	1	0
335	643	462	61	28182	1	0
698	1046	122	110	13420	0	0
0	0	1587	800	1269600	0	0
123	944	1481	359	531679	1	1
126	1454	1460	64	93440	1	0
92	2309	508	139	70612	0	0
687	1582	987	972	959364	1	0
658	115	492	61	30012	0	0
407	321	1000	668	668000	1	1
547	1193	373	490	182770	1	0
429	1815	926	292	270392	1	0
892	2163	10	13	130	0	0
788	2204	274	86	23564	0	0
593	2270	566	288	163008	0	0
371	106	959	594	569646	0	1
214	723	1365	187	255255	1	1
734	955	249	45	11205	1	0
158	1010	193	52	10036	0	0
147	1087	209	52	10868	0	0
86	940	1036	1046	1083656	1	0
293	2101	1159	190	220210	0	0
473	2310	696	220	153120	0	0
391	2492	199	62	12338	0	0
651	0	1269	158	200502	0	0
223	241	1505	834	1255170	1	1
1693	76	225	17	3825	0	0
0	1992	1920	568	1090560	1	0
385	2084	1113	200	222600	1	0
307	72	973	54	52542	1	0
548	176	853	53	45209	1	0
0	311	1816	2129	3866264	1	1
720	2481	506	79	39974	0	0
71	485	1257	484	608388	1	1
98	996	1084	285	308940	1	1
155	1872	318	325	103350	0	0
79	2203	209	116	24244	0	0
0	2377	507	185	93795	0	0
570	1360	1034	1202	1242868	1	0
17	43	1508	101	152308	0	0
10	111	1524	1038	1581912	0	1
500	1188	1009	332	334988	1	1
976	690	1	214	214	0	0
0	942	1268	1614	2046552	1	0
1346	2335	147	56	8232	0	0
1016	2442	480	71	34080	0	0
491	154	699	54	37746	0	0
226	673	1302	449	584598	1	1
881	2159	695	49	34055	0	0
1229	2235	348	37	12876	0	0
527	2385	659	76	50084	0	0
0	0	1708	2556	4365648	0	0
0	0	1752	962	1685424	1	0
249	1112	1250	436	545000	1	1
272	2360	1178	134	157852	1	0
1550	9	227	331	75137	0	0
1417	358	1	254	254	0	0
209	293	1201	418	502018	1	1
107	593	1657	616	1020712	1	1
109	1287	1589	237	376593	1	1
106	698	1	508	508	0	0
581	2219	651	273	177723	0	0
348	13	1238	304	376352	1	0
0	309	1690	1050	1774500	1	1
0	988	1732	1566	2712312	1	0
1331	0	253	136	34408	0	0
661	152	248	38	9424	0	0
91	357	1411	646	911506	1	1
233	1064	1057	178	188146	1	0
232	37	1132	96	108672	0	0
494	2318	550	91	50050	1	0
0	2040	73	526	38398	0	0
462	113	592	90	53280	0	0
234	164	1119	532	595308	0	1
253	711	1085	242	262570	1	1
194	1068	1188	918	1090584	1	0
411	1962	977	315	307755	1	0
537	2383	664	158	104912	0	0
308	12	1180	287	338660	0	0
758	254	251	34	8534	0	0
393	418	999	870	869130	1	0
565	655	181	213	38553	0	0
210	1377	1369	243	332667	1	1
260	1688	1253	221	276913	1	1
309	2125	1219	185	225515	0	0
728	2363	367	75	27525	0	0
1192	119	359	75	26925	0	0
401	0	579	822	475938	0	0
35	832	1505	328	493640	0	0
264	1150	1135	404	458540	1	1
330	1568	1003	236	236708	1	1
0	1886	1544	144	222336	1	1
1233	2113	351	49	17199	0	0
811	2447	479	47	22513	0	0
466	2341	90	104	9360	0	0
370	2474	281	41	11521	0	0
734	2339	3	158	474	0	0
67	91	180	184	33120	0	0
55	116	1525	291	443775	0	0
21	477	1563	643	1005009	1	1
550	1124	183	78	14274	1	0
0	1102	1542	1130	1742460	1	0
0	2246	491	308	151228	0	0
47	2246	1509	188	283692	0	0
0	2188	70	229	16030	0	0
699	2370	93	38	3534	0	0
747	2437	395	79	31205	0	0
308	530	998	463	462074	1	1
514	2134	576	63	36288	1	0
536	2326	534	84	44856	0	0
65	46	1475	2456	3622600	0	0
371	174	1596	542	865032	0	1
812	755	755	100	75500	1	0
1005	878	372	58	21576	1	0
0	871	2478	1373	3402294	1	0
875	2380	769	94	72286	0	0
0	0	276	113	31188	0	0
0	28	276	628	173328	0	0
79	4	287	145	41615	0	0
64	102	1361	243	330723	0	0
77	392	1397	1467	2049399	1	1
744	1937	420	76	31920	1	0
0	1772	660	790	521400	0	0
690	2327	542	62	33604	0	0
1608	0	144	2562	368928	0	0
669	225	370	37	13690	0	0
335	278	1040	79	82160	0	0
368	578	972	716	695952	1	1
